É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2021/05/19 23:52:24

,,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,ëÂêÚ,îBçË,îBçË,îBçË,îBçË,îBçË,îBçË,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,ïxémêÏ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,êÿêŒ,ìÏïî,ìÏïî,ìÏïî,ìÏïî,ìÏïî,ìÏïî,å√ä÷,å√ä÷,å√ä÷,å√ä÷,å√ä÷,å√ä÷,éRíÜ,éRíÜ,éRíÜ,éRíÜ,éRíÜ,éRíÜ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,âÕå˚åŒ,ëÂåé,ëÂåé,ëÂåé,ëÂåé,ëÂåé,ëÂåé,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,è„ñÏå¥,èüè¿,èüè¿,èüè¿,èüè¿,èüè¿,èüè¿,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,ëÂïÏéF,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,â≥èóåŒ,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2020/10/28,êÖ,10.3,8,1,0.0,8,1,12.7,8,1,0.0,8,1,,0,1,0.0,8,1,13.6,8,1,0.0,8,1,14.7,8,1,0.0,8,1,11.6,8,1,0.0,8,1,9.4,8,1,0.0,8,1,10.5,8,1,0,1,8,1,12.9,8,1,0.0,8,1,,0,1,0.0,8,1,13.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,14.8,5,1,0,1,8,1
2020/10/29,ñÿ,12.2,8,1,0.0,8,1,13.1,8,1,0.0,8,1,,0,1,0.0,8,1,14.0,8,1,0.0,8,1,15.4,8,1,0.0,8,1,12.3,8,1,0.0,8,1,9.9,8,1,0.0,8,1,11.3,8,1,0,1,8,1,13.1,8,1,0.0,8,1,,0,1,0.0,8,1,14.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,15.1,8,1,0,1,8,1
2020/10/30,ã‡,7.5,8,1,0.0,8,1,11.4,8,1,0.0,8,1,,0,1,0.0,8,1,11.3,8,1,0.0,8,1,13.9,8,1,0.0,8,1,8.9,8,1,0.0,8,1,7.5,8,1,0.0,8,1,8.8,8,1,0,1,8,1,11.0,8,1,0.0,8,1,,0,1,0.0,8,1,11.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.1,8,1,0,1,8,1
2020/10/31,ìy,6.6,8,1,0.0,8,1,8.6,8,1,0.0,8,1,,0,1,0.0,8,1,8.6,8,1,0.0,8,1,11.6,8,1,0.0,8,1,6.8,8,1,0.0,8,1,4.5,8,1,0.0,8,1,6.1,8,1,0,1,8,1,8.3,8,1,0.0,8,1,,0,1,0.0,8,1,9.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,10.3,8,1,0,1,8,1
2020/11/1,ì˙,7.8,8,1,0.0,8,1,8.7,8,1,0.0,8,1,,0,1,0.0,8,1,9.0,8,1,0.0,8,1,12.0,8,1,0.0,8,1,8.2,8,1,0.0,8,1,6.9,8,1,0.0,8,1,7.9,8,1,0,1,8,1,9.5,8,1,0.0,8,1,,0,1,0.0,8,1,9.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,10.7,8,1,0,1,8,1
2020/11/2,åé,11.1,8,1,6.5,8,1,11.7,8,1,1.0,8,1,,0,1,1.0,8,1,11.5,8,1,1.0,8,1,12.8,8,1,5.0,8,1,10.2,8,1,2.0,8,1,10.3,8,1,4.0,8,1,11.7,8,1,3.0,0,8,1,12.7,8,1,1.0,8,1,,0,1,0.5,8,1,11.8,8,1,2.5,8,1,,0,1,,0,1,,0,1,0.5,8,1,13.2,8,1,0.0,0,8,1
2020/11/3,âŒ,12.0,8,1,2.0,8,1,14.2,8,1,3.5,8,1,,0,1,1.5,8,1,14.3,8,1,3.5,8,1,15.1,8,1,2.0,8,1,12.2,8,1,4.0,8,1,10.3,8,1,7.5,8,1,11.4,8,1,5.0,0,8,1,13.3,8,1,4.0,8,1,,0,1,3.5,8,1,14.2,8,1,4.0,8,1,,0,1,,0,1,,0,1,1.5,8,1,16.3,8,1,1.5,0,8,1
2020/11/4,êÖ,6.9,8,1,0.0,8,1,9.7,8,1,0.0,8,1,,0,1,0.0,8,1,8.9,8,1,0.0,8,1,10.8,8,1,0.0,8,1,6.6,8,1,0.0,8,1,5.3,8,1,0.0,8,1,6.8,8,1,0,1,8,1,9.8,8,1,0.0,8,1,,0,1,0.0,8,1,10.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.0,8,1,0,1,8,1
2020/11/5,ñÿ,6.3,8,1,0.0,8,1,7.5,8,1,0.0,8,1,,0,1,0.0,8,1,8.0,8,1,0.0,8,1,10.9,8,1,0.0,8,1,6.7,8,1,0.0,8,1,5.0,8,1,0.0,8,1,6.4,8,1,0,1,8,1,8.5,8,1,0.0,8,1,,0,1,0.0,8,1,8.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.7,8,1,0,1,8,1
2020/11/6,ã‡,7.9,8,1,0.0,8,1,8.7,8,1,0.0,8,1,,0,1,0.0,8,1,9.4,8,1,0.0,8,1,11.7,8,1,0.0,8,1,8.4,8,1,0.0,8,1,6.7,8,1,0.0,8,1,8.1,8,1,0,1,8,1,9.5,8,1,0.0,8,1,,0,1,0.0,8,1,9.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,10.5,8,1,0,1,8,1
2020/11/7,ìy,10.7,8,1,4.0,8,1,10.2,8,1,10.0,8,1,,0,1,5.0,8,1,11.0,8,1,7.0,8,1,13.0,8,1,5.5,8,1,10.5,8,1,3.0,8,1,12.5,8,1,0.5,8,1,13.1,8,1,1.5,0,8,1,12.4,8,1,1.0,8,1,,0,1,1.0,8,1,11.1,8,1,1.5,8,1,,0,1,,0,1,,0,1,6.0,8,1,11.7,8,1,3.0,0,8,1
2020/11/8,ì˙,14.3,8,1,0.0,8,1,12.4,8,1,0.5,8,1,,0,1,0.0,8,1,13.5,8,1,0.0,8,1,14.9,8,1,0.0,8,1,12.7,8,1,0.0,8,1,11.9,8,1,0.0,8,1,13.6,8,1,0,1,8,1,13.9,8,1,0.0,8,1,,0,1,0.0,8,1,13.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,14.2,8,1,0.0,0,8,1
2020/11/9,åé,8.4,8,1,0.0,8,1,11.0,8,1,0.0,8,1,,0,1,0.0,8,1,9.8,8,1,0.0,8,1,11.7,8,1,0.0,8,1,7.5,8,1,0.0,8,1,5.2,8,1,0.0,8,1,7.6,8,1,0,1,8,1,10.1,8,1,0.0,8,1,,0,1,0.0,8,1,10.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.7,8,1,0,1,8,1
2020/11/10,âŒ,7.0,8,1,0.0,8,1,7.5,8,1,0.0,8,1,,0,1,0.0,8,1,8.4,8,1,0.0,8,1,10.4,8,1,0.0,8,1,7.0,8,1,0.0,8,1,4.2,8,1,0.0,8,1,5.6,8,1,0.0,0,8,1,7.6,8,1,0.0,8,1,,0,1,0.0,8,1,8.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.6,8,1,0,1,8,1
2020/11/11,êÖ,5.2,8,1,0.0,8,1,7.8,8,1,0.0,8,1,,0,1,0.0,8,1,7.6,8,1,0.0,8,1,10.4,8,1,0.0,8,1,5.3,8,1,0.0,8,1,3.3,8,1,0.0,8,1,5.4,8,1,0,1,8,1,7.1,8,1,0.0,8,1,,0,1,0.0,8,1,8.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.3,8,1,0,1,8,1
2020/11/12,ñÿ,5.6,8,1,0.0,8,1,7.2,8,1,0.0,8,1,,0,1,0.0,8,1,8.1,8,1,0.0,8,1,10.1,8,1,0.0,8,1,6.2,8,1,0.0,8,1,4.1,8,1,0.0,8,1,5.3,8,1,0,1,8,1,6.2,8,1,0.0,8,1,,0,1,0.0,8,1,8.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.4,8,1,0,1,8,1
2020/11/13,ã‡,7.9,8,1,0.0,8,1,8.9,8,1,0.0,8,1,,0,1,0.0,8,1,9.7,8,1,0.0,8,1,12.3,8,1,0.0,8,1,8.1,8,1,0.0,8,1,7.1,8,1,0.0,8,1,8.2,8,1,0,1,8,1,9.8,8,1,0.0,8,1,,0,1,0.0,8,1,10.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.0,8,1,0,1,8,1
2020/11/14,ìy,8.4,8,1,0.0,8,1,9.3,8,1,0.0,8,1,,0,1,0.0,8,1,8.6,8,1,0.0,8,1,12.0,8,1,0.0,8,1,7.7,8,1,0.0,8,1,5.9,8,1,0.0,8,1,8.1,8,1,0,1,8,1,9.4,8,1,0.0,8,1,,0,1,0.0,8,1,10.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,10.6,8,1,0,1,8,1
2020/11/15,ì˙,7.3,8,1,0.0,8,1,8.1,8,1,0.0,8,1,,0,1,0.0,8,1,8.6,8,1,0.0,8,1,10.8,8,1,0.0,8,1,8.0,8,1,0.0,8,1,4.9,8,1,0.0,8,1,7.2,8,1,0,1,8,1,8.8,8,1,0.0,8,1,,0,1,0.0,8,1,9.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.8,8,1,0,1,8,1
2020/11/16,åé,10.7,8,1,0.0,8,1,10.3,8,1,0.0,8,1,,0,1,0.0,8,1,10.4,8,1,0.0,8,1,13.0,8,1,0.0,8,1,9.6,8,1,0.0,8,1,7.8,8,1,0.0,8,1,9.7,8,1,0,1,8,1,11.5,8,1,0.0,8,1,,0,1,0.0,8,1,11.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.9,8,1,0,1,8,1
2020/11/17,âŒ,9.7,8,1,0.0,8,1,10.3,8,1,0.0,8,1,,0,1,0.0,8,1,10.7,8,1,0.0,8,1,13.4,8,1,0.0,8,1,10.3,8,1,0.0,8,1,7.2,8,1,0.0,8,1,8.5,8,1,0,1,8,1,10.2,8,1,0.0,8,1,,0,1,0.0,8,1,11.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.2,8,1,0,1,8,1
2020/11/18,êÖ,11.7,8,1,0.0,8,1,11.8,8,1,0.0,8,1,,0,1,0.0,8,1,13.1,8,1,0.0,8,1,14.9,8,1,0.0,8,1,11.8,8,1,0.0,8,1,9.7,8,1,0.0,8,1,11.0,8,1,0,1,8,1,10.9,5,1,0.0,8,1,,0,1,0.0,8,1,13.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,14.1,8,1,0,1,8,1
2020/11/19,ñÿ,13.9,8,1,0.0,8,1,14.9,8,1,0.0,8,1,,0,1,0.0,8,1,16.3,8,1,0.0,8,1,18.1,8,1,0.0,8,1,15.4,8,1,0.0,8,1,12.6,8,1,0.0,8,1,14.4,8,1,0.0,0,8,1,15.7,8,1,0.0,8,1,,0,1,0.0,8,1,15.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,16.9,8,1,0,1,8,1
2020/11/20,ã‡,15.6,8,1,1.5,8,1,15.6,8,1,0.0,8,1,,0,1,1.0,8,1,17.7,8,1,3.0,8,1,19.5,8,1,11.0,8,1,17.5,8,1,2.0,8,1,15.8,8,1,1.5,8,1,16.4,8,1,2.5,0,8,1,17.8,8,1,0.5,8,1,,0,1,0.0,8,1,16.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,2.0,8,1,17.2,8,1,0.0,0,8,1
2020/11/21,ìy,9.8,8,1,0.0,8,1,13.3,8,1,0.0,8,1,,0,1,0.0,8,1,12.8,8,1,0.0,8,1,14.9,8,1,0.0,8,1,10.7,8,1,0.0,8,1,9.0,8,1,0.0,8,1,10.8,8,1,0,1,8,1,13.3,8,1,0.0,8,1,,0,1,0.0,8,1,14.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,15.2,8,1,0,1,8,1
2020/11/22,ì˙,8.8,8,1,0.0,8,1,9.5,8,1,0.0,8,1,,0,1,0.0,8,1,11.1,8,1,0.0,8,1,12.7,8,1,0.0,8,1,9.8,8,1,0.0,8,1,8.4,8,1,0.0,8,1,9.9,8,1,0,1,8,1,10.1,8,1,0.0,8,1,,0,1,0.0,8,1,10.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.4,8,1,0.0,0,8,1
2020/11/23,åé,10.8,8,1,0.0,8,1,12.9,8,1,0.0,8,1,,0,1,0.0,8,1,14.3,8,1,0.0,8,1,15.0,8,1,0.0,8,1,12.2,8,1,0.0,8,1,10.0,8,1,0.0,8,1,12.0,8,1,0,1,8,1,12.5,8,1,0.0,8,1,,0,1,0.0,8,1,14.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,14.4,8,1,0.0,0,8,1
2020/11/24,âŒ,7.4,8,1,0.0,8,1,10.4,8,1,0.0,8,1,,0,1,0.0,8,1,10.9,8,1,0.0,8,1,12.3,8,1,0.0,8,1,9.3,8,1,0.0,8,1,6.5,8,1,1.5,8,1,7.9,8,1,0.0,0,8,1,8.6,8,1,0.0,8,1,,0,1,0.0,8,1,11.1,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.0,8,1,0,1,8,1
2020/11/25,êÖ,9.1,8,1,0.0,8,1,11.5,8,1,0.0,8,1,,0,1,0.0,8,1,11.6,8,1,0.0,8,1,12.7,8,1,0.0,8,1,10.5,8,1,0.0,8,1,7.9,8,1,4.0,8,1,8.4,8,1,0.0,0,8,1,10.0,8,1,0.5,8,1,,0,1,2.0,8,1,12.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,13.5,8,1,0.0,0,8,1
2020/11/26,ñÿ,8.6,8,1,0.0,8,1,9.9,8,1,0.0,8,1,,0,1,0.0,8,1,10.4,8,1,0.0,8,1,12.0,8,1,0.0,8,1,8.7,8,1,0.0,8,1,6.8,8,1,0.0,8,1,8.8,8,1,0,1,8,1,12.1,8,1,0.0,8,1,,0,1,0.0,8,1,11.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,12.0,8,1,0,1,8,1
2020/11/27,ã‡,8.1,8,1,0.0,8,1,10.4,8,1,0.0,8,1,,0,1,0.0,8,1,10.4,8,1,0.0,8,1,13.2,8,1,0.0,8,1,9.3,8,1,0.0,8,1,5.7,8,1,0.0,8,1,7.0,8,1,0,1,8,1,9.6,8,1,0.0,8,1,,0,1,0.0,8,1,10.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,11.3,8,1,0,1,8,1
2020/11/28,ìy,6.4,8,1,0.0,8,1,8.9,8,1,0.0,8,1,,0,1,0.0,8,1,9.6,8,1,0.0,8,1,12.3,8,1,0.0,8,1,7.3,8,1,0.0,8,1,6.4,8,1,0.0,8,1,7.3,8,1,0,1,8,1,9.4,8,1,0.0,8,1,,0,1,0.0,8,1,9.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.5,8,1,10.6,8,1,0.0,0,8,1
2020/11/29,ì˙,3.9,8,1,0.0,8,1,6.6,8,1,0.0,8,1,,0,1,0.0,8,1,7.4,8,1,0.0,8,1,9.0,8,1,0.0,8,1,5.6,8,1,0.0,8,1,2.1,8,1,0.0,8,1,3.7,8,1,0,1,8,1,5.4,8,1,0.0,8,1,,0,1,0.0,8,1,7.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,8.8,8,1,0,1,8,1
2020/11/30,åé,5.0,8,1,0.0,8,1,5.9,8,1,0.0,8,1,,0,1,0.0,8,1,6.1,8,1,0.0,8,1,7.8,8,1,0.0,8,1,5.3,8,1,0.0,8,1,1.7,8,1,0.0,8,1,3.3,8,1,0,1,8,1,4.9,8,1,0.0,8,1,,0,1,0.0,8,1,6.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.6,8,1,0,1,8,1
2020/12/1,âŒ,4.5,8,1,0.0,8,1,5.9,8,1,0.0,8,1,,0,1,0.0,8,1,5.9,8,1,0.0,8,1,8.0,8,1,0.0,8,1,4.5,8,1,0.0,8,1,2.1,8,1,0.0,8,1,3.3,8,1,0,1,8,1,5.3,8,1,0.0,8,1,,0,1,0.0,8,1,6.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.7,8,1,0,1,8,1
2020/12/2,êÖ,5.3,8,1,0.0,8,1,7.8,8,1,0.0,8,1,,0,1,0.0,8,1,7.5,8,1,0.0,8,1,9.1,8,1,0.0,8,1,4.9,8,1,0.0,8,1,1.9,8,1,0.0,8,1,2.7,8,1,0,1,8,1,4.9,8,1,0.0,8,1,,0,1,0.0,8,1,7.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.3,8,1,0,1,8,1
2020/12/3,ñÿ,6.8,8,1,0.0,8,1,8.0,8,1,0.0,8,1,,0,1,0.0,8,1,8.9,8,1,0.0,8,1,9.9,8,1,0.0,8,1,6.4,8,1,0.0,8,1,3.7,8,1,0.0,8,1,4.6,8,1,0.0,0,8,1,7.4,8,1,0.0,8,1,,0,1,0.0,8,1,8.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.9,8,1,0,1,8,1
2020/12/4,ã‡,4.3,8,1,0.0,8,1,8.1,8,1,0.0,8,1,,0,1,0.0,8,1,7.0,8,1,0.0,8,1,9.4,8,1,0.0,8,1,4.9,8,1,0.0,8,1,1.9,8,1,0.0,8,1,3.8,8,1,0,1,8,1,7.2,8,1,0.0,8,1,,0,1,0.0,8,1,7.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,8.6,8,1,0,1,8,1
2020/12/5,ìy,5.4,8,1,0.0,8,1,7.1,8,1,0.0,8,1,,0,1,0.0,8,1,6.9,8,1,0.0,8,1,8.4,8,1,0.0,8,1,6.0,8,1,0.0,8,1,2.5,8,1,0.0,8,1,4.0,8,1,0.0,0,8,1,6.5,8,1,0.0,8,1,,0,1,0.5,8,1,8.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.1,8,1,0.0,0,8,1
2020/12/6,ì˙,3.9,8,1,0.0,8,1,6.1,8,1,0.0,8,1,,0,1,0.0,8,1,6.2,8,1,0.0,8,1,8.5,8,1,0.0,8,1,4.9,8,1,0.0,8,1,1.6,8,1,0.0,8,1,4.1,8,1,0,1,8,1,6.8,8,1,0.0,8,1,,0,1,0.0,8,1,7.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.6,8,1,0,1,8,1
2020/12/7,åé,6.1,8,1,0.0,8,1,6.8,8,1,0.0,8,1,,0,1,0.0,8,1,7.4,8,1,0.0,8,1,9.1,8,1,0.0,8,1,6.2,8,1,0.0,8,1,3.3,8,1,0.0,8,1,4.9,8,1,0,1,8,1,5.8,8,1,0.0,8,1,,0,1,0.0,8,1,7.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,8.6,8,1,0,1,8,1
2020/12/8,âŒ,8.3,8,1,0.0,8,1,8.7,8,1,0.0,8,1,,0,1,0.0,8,1,9.3,8,1,0.0,8,1,9.8,8,1,0.0,8,1,8.1,8,1,0.0,8,1,4.6,8,1,0.0,8,1,6.0,8,1,0,1,8,1,7.4,8,1,0.0,8,1,,0,1,0.0,8,1,9.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,9.9,8,1,0,1,8,1
2020/12/9,êÖ,4.0,8,1,0.0,8,1,5.9,8,1,0.0,8,1,,0,1,0.0,8,1,7.8,8,1,0.0,8,1,9.3,8,1,0.0,8,1,5.3,8,1,0.0,8,1,1.3,8,1,0.0,8,1,3.4,8,1,0,1,8,1,5.5,8,1,0.0,8,1,,0,1,0.0,8,1,6.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.8,8,1,0,1,8,1
2020/12/10,ñÿ,5.2,8,1,0.0,8,1,5.7,8,1,0.0,8,1,,0,1,0.0,8,1,6.0,8,1,0.0,8,1,8.5,8,1,0.0,8,1,4.6,8,1,0.0,8,1,2.8,8,1,0.0,8,1,3.4,8,1,0,1,8,1,5.1,8,1,0.0,8,1,,0,1,0.0,8,1,6.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.0,8,1,0,1,8,1
2020/12/11,ã‡,4.6,8,1,0.0,8,1,5.9,8,1,0.0,8,1,,0,1,0.0,8,1,6.4,8,1,0.0,8,1,8.7,8,1,0.0,8,1,5.6,8,1,0.0,8,1,2.7,8,1,0.0,8,1,4.2,8,1,0,1,8,1,5.8,8,1,0.0,8,1,,0,1,0.0,8,1,6.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.7,8,1,0,1,8,1
2020/12/12,ìy,5.5,8,1,0.0,8,1,7.1,8,1,0.0,8,1,,0,1,0.0,8,1,7.1,8,1,0.0,8,1,8.7,8,1,0.0,8,1,6.2,8,1,0.0,8,1,3.6,8,1,0.0,8,1,4.6,8,1,0,1,8,1,6.8,8,1,0.0,8,1,,0,1,0.0,8,1,7.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,8.3,8,1,0,1,8,1
2020/12/13,ì˙,5.2,8,1,0.0,8,1,5.6,8,1,0.0,8,1,,0,1,0.0,8,1,6.6,8,1,0.0,8,1,8.2,8,1,0.0,8,1,5.7,8,1,0.0,8,1,2.5,8,1,0.0,8,1,3.5,8,1,0,1,8,1,5.7,8,1,0.0,8,1,,0,1,0.0,8,1,6.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.3,8,1,0,1,8,1
2020/12/14,åé,3.9,8,1,0.0,8,1,6.2,8,1,0.0,8,1,,0,1,0.0,8,1,7.7,8,1,0.0,8,1,11.5,8,1,0.0,8,1,5.0,8,1,0.0,8,1,3.7,8,1,0.0,8,1,4.7,8,1,0,1,8,1,5.0,8,1,0.0,8,1,,0,1,0.0,8,1,6.5,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,7.5,8,1,0.0,0,8,1
2020/12/15,âŒ,0.0,8,1,0.0,8,1,2.2,8,1,0.0,8,1,,0,1,0.0,8,1,2.7,8,1,0.0,8,1,4.9,8,1,0.0,8,1,0.4,8,1,0.0,8,1,-2.6,8,1,0.0,8,1,-0.7,8,1,0,1,8,1,2.3,8,1,0.0,8,1,,0,1,0.0,8,1,3.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,4.0,8,1,0,1,8,1
2020/12/16,êÖ,-1.5,8,1,0.0,8,1,1.6,8,1,0.0,8,1,,0,1,0.0,8,1,0.7,8,1,0.0,8,1,2.6,8,1,0.0,8,1,-0.4,8,1,0.0,8,1,-3.6,8,1,0.0,8,1,-2.1,8,1,0,1,8,1,1.7,8,1,0.0,8,1,,0,1,0.0,8,1,2.4,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.9,8,1,0,1,8,1
2020/12/17,ñÿ,-1.5,8,1,0.0,8,1,1.6,8,1,0.0,8,1,,0,1,0.0,8,1,0.2,8,1,0.0,8,1,1.4,8,1,0.0,8,1,-0.7,8,1,0.0,8,1,-4.8,8,1,0.0,8,1,-1.9,8,1,0,1,8,1,0.7,8,1,0.0,8,1,,0,1,0.0,8,1,1.7,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.7,8,1,0,1,8,1
2020/12/18,ã‡,1.8,8,1,0.0,8,1,0.2,8,1,0.0,8,1,,0,1,0.0,8,1,0.1,8,1,0.0,8,1,2.0,8,1,0.0,8,1,0.0,8,1,0.0,8,1,-3.3,8,1,0.0,8,1,-1.3,8,1,0,1,8,1,1.4,8,1,0.0,8,1,,0,1,0.0,8,1,1.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.0,8,1,0,1,8,1
2020/12/19,ìy,1.2,8,1,0.0,8,1,2.3,8,1,0.0,8,1,,0,1,0.0,8,1,1.9,8,1,0.0,8,1,2.9,8,1,0.0,8,1,0.7,8,1,0.0,8,1,-1.5,8,1,0.0,8,1,0.3,8,1,0,1,8,1,1.3,8,1,0.0,8,1,,0,1,0.0,8,1,3.3,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.8,8,1,0,1,8,1
2020/12/20,ì˙,-1.0,8,1,0.0,8,1,2.5,8,1,0.0,8,1,,0,1,0.0,8,1,0.1,8,1,0.0,8,1,1.9,8,1,0.0,8,1,-1.1,8,1,0.0,8,1,-4.1,8,1,0.0,8,1,-1.7,8,1,0,1,8,1,0.8,8,1,0.0,8,1,,0,1,0.0,8,1,2.0,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,2.9,8,1,0,1,8,1
2020/12/21,åé,-0.2,8,1,0.0,8,1,-1.2,8,1,0.0,8,1,,0,1,0.0,8,1,-0.8,8,1,0.0,8,1,1.7,8,1,0.0,8,1,-1.3,8,1,0.0,8,1,-4.8,8,1,0.0,8,1,-2.5,8,1,0,1,8,1,0.2,8,1,0.0,8,1,,0,1,0.0,8,1,0.2,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,1.0,8,1,0,1,8,1
2020/12/22,âŒ,-0.2,8,1,0.0,8,1,-0.6,8,1,0.0,8,1,,0,1,0.0,8,1,-0.3,8,1,0.0,8,1,2.8,8,1,0.0,8,1,-0.6,8,1,0.0,8,1,-3.7,8,1,0.0,8,1,-1.6,8,1,0,1,8,1,0.8,8,1,0.0,8,1,,0,1,0.0,8,1,0.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,1.4,8,1,0,1,8,1
2020/12/23,êÖ,3.0,8,1,0.0,8,1,1.3,8,1,0.0,8,1,,0,1,0.0,8,1,1.4,8,1,0.0,8,1,4.5,8,1,0.0,8,1,1.4,8,1,0.0,8,1,-0.7,8,1,0.0,8,1,0.7,8,1,0,1,8,1,2.6,8,1,0.0,8,1,,0,1,0.0,8,1,2.8,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.2,8,1,0,1,8,1
2020/12/24,ñÿ,2.0,8,1,0.0,8,1,2.0,8,1,0.0,8,1,,0,1,0.0,8,1,2.1,8,1,0.0,8,1,3.8,8,1,0.0,8,1,2.1,8,1,0.0,8,1,0.7,8,1,0.0,8,1,2.7,8,1,0,1,8,1,4.0,8,1,0.0,8,1,,0,1,0.0,8,1,2.9,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,3.3,8,1,0,1,8,1
2020/12/25,ã‡,3.6,8,1,0.0,8,1,4.5,8,1,0.0,8,1,,0,1,0.0,8,1,3.7,8,1,0.0,8,1,6.0,8,1,0.0,8,1,2.7,8,1,0.0,8,1,1.1,8,1,0.0,8,1,3.0,8,1,0,1,8,1,5.8,8,1,0.0,8,1,,0,1,0.0,8,1,5.6,8,1,0.0,8,1,,0,1,,0,1,,0,1,0.0,8,1,5.9,8,1,0,1,8,1
